text,category,word_count,char_count,clean_text
Can I top up my card with other cards?,supported_cards_and_currencies,9,38,can i top up my card with other card
I have one other credit card from the US. Do you take it?,supported_cards_and_currencies,13,57,i have one other credit card from the u do you take it
Am I able to use my American Express to add money to my account balance?,supported_cards_and_currencies,15,72,am i able to use my american express to add money to my account balance
What are the cards and currencies that you support?,supported_cards_and_currencies,9,51,what are the card and currency that you support
What US credit cards do you accept?,supported_cards_and_currencies,7,35,what u credit card do you accept
What currencies do you accept for adding money to my account?,supported_cards_and_currencies,11,61,what currency do you accept for adding money to my account
I have an American Express that I'd like to add money to my account with.,supported_cards_and_currencies,15,73,i have an american express that i 'd like to add money to my account with
What forms of payment do you accept?,supported_cards_and_currencies,7,36,what form of payment do you accept
What type of card can I use to top up?,supported_cards_and_currencies,10,38,what type of card can i use to top up
Do you have a list of cards and currencies you support?,supported_cards_and_currencies,11,55,do you have a list of card and currency you support
"I want to top up by using a credit card, which ones do you support?",supported_cards_and_currencies,15,67,i want to top up by using a credit card which one do you support
"I have a US credit card, will you accept it?",supported_cards_and_currencies,10,44,i have a u credit card will you accept it
What currencies and cards do you support?,supported_cards_and_currencies,7,41,what currency and card do you support
how do i add money from my amex card to top up,supported_cards_and_currencies,12,46,how do i add money from my amex card to top up
What cards and currencies can I use to top up my account?,supported_cards_and_currencies,12,57,what card and currency can i use to top up my account
Will you accept my credit card?,supported_cards_and_currencies,6,31,will you accept my credit card
"Will you accept my credit card, it my only one.",supported_cards_and_currencies,10,47,will you accept my credit card it my only one
"If I want to add funds to the account using American Express, how do I do that?",supported_cards_and_currencies,17,79,if i want to add fund to the account using american express how do i do that
